City Name,Population,Area (sq. km),Smart Infrastructure Score,Energy Consumption,Public Transport Usage,Air Quality Index,Education Index,Healthcare Index,Employment Rate,Smart Grid Adoption,Waste Management Score,Internet Speed (Mbps),Safety Index,Cost of Living Index
City4420,12019,181.3,12.9,593.3,32.0,36.6,16.0,26.6,51.1,38.0,16.1,108.3,21.4,70.0
City4421,1825896,347.4,49.8,582.7,36.2,52.5,44.2,48.1,78.1,55.1,63.4,249.9,38.5,63.4
City4422,58660,342.5,30.7,529.0,28.8,37.5,24.2,28.8,64.5,20.7,26.9,232.9,42.7,71.5
City4423,1555900,347.4,74.8,517.0,70.0,64.0,65.8,84.0,81.9,75.9,74.3,426.2,69.1,107.1
City4424,1008744,280.8,9.2,645.1,18.4,19.1,20.8,10.9,52.2,9.9,16.9,75.6,29.2,33.8
City4425,76052,694.1,27.6,654.6,18.3,36.4,25.2,22.3,53.9,17.9,44.2,120.1,21.1,80.1
City4426,54945,251.6,72.9,504.8,77.0,62.1,68.4,63.5,67.1,66.5,67.3,327.9,55.4,78.6
City4427,438238,75.7,55.1,567.5,68.5,52.4,60.4,55.5,75.0,51.8,45.1,256.5,60.5,74.3
City4428,82285,117.3,55.6,644.5,36.8,59.8,41.7,35.0,68.0,40.6,56.6,184.3,38.2,55.2
City4429,309736,50.0,48.8,597.7,43.4,46.6,36.3,49.0,62.0,48.5,51.4,287.0,58.2,67.2
City4430,136494,2785.5,41.1,536.1,43.2,55.3,48.1,48.4,67.7,40.4,64.4,266.5,53.4,52.3
City4431,22167,689.0,15.6,801.4,16.5,31.7,21.0,20.2,62.1,11.7,18.1,149.0,16.9,45.6
City4432,11817,90.4,67.9,273.9,72.0,68.9,73.9,69.3,82.1,70.2,59.9,410.5,59.8,89.4
City4433,368559,174.5,39.8,493.3,34.0,30.9,44.3,29.2,75.6,43.2,48.2,195.3,28.2,65.2
City4434,122249,113.9,10.7,557.3,19.7,15.5,6.9,14.3,51.5,18.6,19.7,103.3,31.0,51.6
City4435,123707,1557.8,42.9,428.5,36.9,36.1,47.3,45.8,61.8,49.6,49.4,270.7,34.7,55.5
City4436,710844,50.0,33.9,696.8,35.3,36.6,24.3,23.9,52.3,41.7,31.6,149.0,26.0,42.6
City4437,1387229,280.7,69.5,324.6,44.5,59.5,56.0,46.7,72.9,65.6,50.5,276.3,48.8,84.7
City4438,183218,214.8,71.3,468.0,58.3,58.3,61.8,62.0,66.2,53.1,78.3,248.0,76.1,67.7
City4439,166568,660.0,48.1,551.2,48.6,63.2,49.6,50.6,70.6,46.2,33.1,238.3,68.7,65.2
City4440,540473,216.0,42.1,656.2,43.5,37.8,36.8,40.5,69.6,50.3,34.6,151.0,52.6,72.0
City4441,40146,50.0,49.3,689.8,38.6,42.8,40.3,48.6,62.4,43.1,47.6,247.8,32.7,64.6
City4442,366742,181.0,72.1,326.6,80.8,58.3,70.8,75.0,92.1,89.3,79.4,371.9,75.3,79.4
City4443,581078,76.2,53.1,395.3,40.0,78.3,51.8,49.1,61.1,44.3,57.0,280.2,63.2,56.2
City4444,695455,269.2,37.5,679.8,46.5,40.5,38.7,46.0,54.4,27.2,36.3,163.7,43.8,62.1
City4445,17828,1367.9,26.0,895.4,26.5,34.5,25.0,19.0,47.5,39.5,22.3,132.2,18.6,60.6
City4446,92420,50.0,45.3,605.5,55.9,57.1,25.4,39.2,66.4,44.6,47.9,188.0,46.5,62.0
City4447,78466,93.7,61.0,642.9,48.6,42.5,50.2,55.9,63.2,56.9,29.9,290.7,59.4,90.3
City4448,308612,126.1,56.2,446.9,59.3,67.7,70.4,54.8,76.1,57.4,65.3,267.1,56.1,80.8
City4449,525992,154.8,35.0,579.9,40.1,47.9,35.7,35.5,62.9,33.8,38.5,109.4,26.6,41.1
City4450,2181219,594.8,78.1,310.1,74.4,76.0,67.9,76.1,76.8,77.1,70.9,331.9,65.0,101.9
City4451,134194,198.7,77.2,336.6,68.6,71.1,80.7,76.9,80.0,68.8,69.8,393.2,77.1,101.1
City4452,133705,403.0,12.6,881.2,31.2,45.1,24.6,16.8,59.1,28.8,31.2,101.6,15.9,40.0
City4453,1341824,115.5,42.4,365.8,45.3,46.3,58.1,48.3,55.9,32.2,30.8,245.8,44.6,60.9
City4454,406446,322.4,31.6,406.3,54.7,54.6,32.3,34.5,73.2,34.9,34.2,215.9,35.7,60.8
City4455,1582809,622.3,24.7,787.9,30.6,62.3,29.4,39.3,70.0,32.2,31.4,161.9,27.5,54.0
City4456,402004,101.6,52.4,366.3,58.9,56.5,50.5,52.6,69.3,44.0,40.8,311.4,68.5,57.0
City4457,53105,624.9,64.2,540.9,68.9,52.2,64.9,56.5,68.7,54.2,51.1,359.5,40.8,69.7
City4458,41507,260.6,33.9,752.8,34.0,34.1,34.9,24.8,58.1,24.4,42.7,141.0,36.7,54.4
City4459,30573,858.0,27.6,771.6,32.0,30.1,30.7,23.5,54.0,11.9,16.6,140.3,21.4,59.7
City4460,677979,192.2,41.6,562.9,42.7,56.7,32.3,40.7,70.1,30.0,53.5,172.6,47.6,57.7
City4461,1416975,386.6,35.1,674.2,43.6,31.1,32.9,37.7,71.3,41.1,36.3,300.4,66.9,75.4
City4462,3573682,233.1,65.0,375.1,45.7,49.0,45.6,46.4,62.8,41.3,52.8,214.0,68.7,58.7
City4463,873573,218.0,41.6,489.6,39.6,52.7,60.1,47.8,67.4,50.7,54.9,272.6,66.3,75.3
City4464,1366787,333.9,41.5,588.0,63.7,59.5,43.5,47.4,73.2,50.9,65.6,322.3,57.1,65.2
City4465,119130,466.0,67.8,678.7,37.9,60.2,58.9,46.5,60.9,48.7,53.8,284.1,72.2,55.7
City4466,53157,54.6,31.3,558.8,51.0,33.0,24.8,39.6,54.9,40.6,47.5,197.8,42.1,44.0
City4467,882144,1367.0,57.5,515.2,59.5,54.7,58.2,55.6,75.9,67.1,59.6,263.4,54.6,63.2
City4468,481544,50.0,63.8,359.6,81.6,56.8,60.3,57.5,64.8,55.8,69.9,356.8,53.6,88.1
City4469,311895,107.6,17.7,766.1,34.7,57.0,22.9,34.3,55.0,12.2,35.8,80.6,42.6,47.7
City4470,461538,218.5,51.2,427.8,47.4,53.4,57.5,49.9,70.8,46.2,68.1,290.1,60.6,88.0
City4471,421873,401.3,25.3,752.5,41.8,54.6,26.5,37.8,62.7,28.8,33.2,227.5,22.2,80.5
City4472,1619039,1622.0,30.2,494.4,24.7,43.3,29.4,38.1,53.3,29.7,20.5,151.3,27.5,57.0
City4473,1644554,50.0,47.1,429.4,52.2,49.3,55.9,65.4,70.4,50.5,38.1,322.0,75.2,74.2
City4474,574875,133.1,19.9,492.8,33.4,24.4,29.2,20.9,58.5,11.8,30.8,159.3,29.8,38.4
City4475,876878,50.0,67.4,497.2,61.2,68.8,70.6,77.2,81.2,56.8,62.0,335.1,76.7,69.5
City4476,551108,254.2,41.7,519.1,48.3,28.7,31.0,36.1,66.0,50.8,30.6,183.5,54.3,58.9
City4477,140696,339.0,59.3,605.6,57.8,64.5,55.9,52.2,74.0,64.9,59.6,367.6,65.3,77.1
City4478,773894,1650.7,66.6,427.7,59.1,74.4,62.5,69.1,78.4,60.9,58.9,366.0,75.5,61.3
City4479,38089,282.8,23.3,599.9,29.8,44.0,35.2,43.9,55.5,25.7,29.7,157.5,34.0,51.6
City4480,1173437,856.5,26.4,431.9,41.7,66.7,44.0,38.4,52.1,53.3,37.0,234.0,32.7,57.1
City4481,50396,493.0,45.4,683.1,38.3,48.2,40.5,37.9,78.4,33.9,41.4,194.1,48.2,61.8
City4482,400362,145.1,23.5,672.7,26.9,29.8,15.9,20.3,57.2,13.6,17.2,169.0,18.9,53.8
City4483,82189,50.0,37.9,561.6,42.1,42.8,45.0,38.3,71.5,28.5,28.6,250.5,38.8,61.0
City4484,582302,340.4,33.1,561.1,31.7,58.4,33.1,29.8,52.7,39.0,57.0,137.7,20.8,56.1
City4485,255890,50.0,40.8,579.4,52.4,39.3,55.7,62.3,66.4,62.7,61.0,252.6,58.0,76.5
City4486,28777,1157.8,32.0,727.7,33.9,30.4,28.3,46.5,63.5,37.2,18.8,183.7,23.1,41.6
City4487,483583,201.4,44.6,422.8,41.4,45.0,41.9,34.8,65.6,42.0,31.6,233.8,39.9,80.2
City4488,119480,1026.8,34.7,495.1,33.4,41.4,37.5,33.7,58.0,41.4,44.7,211.3,40.3,50.3
City4489,921359,137.5,41.8,711.0,38.1,53.7,34.2,47.0,71.9,32.3,43.5,233.3,41.7,64.2
City4490,268835,337.9,49.8,524.0,54.9,36.5,42.1,42.1,55.5,48.8,44.2,242.9,42.8,78.2
City4491,466768,314.6,40.3,610.6,52.8,72.8,48.8,52.9,61.3,48.3,56.0,263.2,60.1,92.6
City4492,70221,231.8,59.9,442.6,51.4,49.7,59.2,46.2,72.5,45.8,42.4,275.1,59.2,70.2
City4493,117587,145.6,74.6,431.1,56.1,48.9,68.2,69.2,73.6,62.0,49.7,304.3,61.1,60.9
City4494,141196,391.9,51.2,450.4,65.3,54.1,64.6,62.1,75.1,73.7,74.3,319.4,72.4,85.1
City4495,890362,80.5,92.9,412.2,65.5,77.8,71.9,85.9,91.9,81.9,94.4,476.5,78.6,94.1
City4496,2808968,57.3,24.5,512.9,22.9,40.6,31.6,31.3,53.8,34.4,22.2,169.6,37.3,56.1
City4497,86921,1087.2,57.6,395.1,40.6,66.1,59.3,48.9,66.7,56.8,33.8,241.1,42.2,68.5
City4498,1211763,585.6,39.8,410.6,57.1,48.3,48.2,44.5,55.0,27.9,44.7,245.6,45.5,70.5
City4499,12867,264.8,54.5,544.7,53.3,48.7,62.8,40.5,74.6,44.7,49.3,276.5,38.4,85.2
City4500,50419,1804.7,66.8,414.5,52.3,52.7,44.1,44.5,70.8,62.0,54.0,321.5,50.6,59.5
City4501,70102,177.4,36.5,537.2,27.1,26.6,33.1,27.1,47.6,39.1,23.7,158.3,31.0,50.1
City4502,40396,1196.6,28.8,688.2,51.7,53.7,36.0,42.5,56.9,53.8,48.9,197.1,40.2,64.8
City4503,29230,302.1,16.2,669.7,24.1,39.8,8.7,8.6,45.4,15.3,26.2,69.9,22.8,60.9
City4504,478398,71.5,61.7,487.2,46.6,64.4,50.0,48.2,67.0,56.1,69.9,334.1,43.5,66.6
City4505,198849,2247.7,25.6,542.9,31.7,21.0,23.8,30.9,58.2,38.8,11.0,136.4,26.9,49.6
City4506,456419,803.4,36.0,430.3,47.9,58.4,22.2,27.4,64.3,34.8,42.5,165.0,25.0,57.5
City4507,705499,211.6,20.1,764.7,30.8,38.2,24.7,24.1,55.5,15.9,33.2,133.7,35.6,62.4
City4508,389205,585.6,62.8,370.8,48.3,56.7,43.3,63.7,65.5,48.5,56.2,264.4,55.1,56.8
City4509,673921,150.7,58.2,298.8,42.9,42.8,59.0,52.9,64.4,65.0,47.8,359.4,54.4,94.5
City4510,243447,661.8,22.1,491.5,49.5,54.8,16.2,18.5,50.6,25.4,16.6,91.1,25.2,71.5
City4511,50930,50.0,12.0,694.2,17.9,22.1,7.5,8.6,64.0,15.3,18.7,54.5,4.6,50.6
City4512,1179899,72.0,44.8,634.9,57.2,55.6,50.8,51.8,77.4,68.6,42.1,322.7,47.2,57.7
City4513,117623,792.4,63.9,523.2,51.6,66.0,70.5,64.1,66.9,66.8,61.8,387.3,77.6,90.2
City4514,72414,181.3,52.0,339.9,53.8,52.2,55.7,62.5,77.0,52.5,51.7,267.2,36.5,88.7
City4515,209172,313.9,68.3,631.2,59.9,73.3,57.3,52.3,65.8,52.4,67.0,353.7,39.5,77.6
City4516,74761,50.0,47.3,627.2,30.6,44.9,28.7,39.8,60.8,44.1,39.3,187.0,41.8,68.9
City4517,149581,2247.2,59.1,359.7,52.4,55.9,53.1,63.4,66.2,54.3,46.3,257.6,70.4,101.7
City4518,434380,1021.1,73.8,478.5,70.8,83.9,67.4,77.1,89.2,54.9,85.6,412.8,59.3,81.0
City4519,436995,192.3,26.6,705.9,34.7,29.0,19.8,23.7,57.5,28.4,18.8,80.0,26.0,54.7
City4520,76346,150.6,69.0,215.2,78.9,77.9,74.3,77.9,86.6,77.2,74.5,350.5,66.2,101.4
City4521,135565,841.8,39.3,432.7,52.6,66.4,53.4,42.4,80.5,34.8,62.9,242.2,39.8,76.7
City4522,1207504,2641.1,54.5,487.7,38.7,32.8,42.0,29.3,50.1,21.2,27.4,176.8,28.4,83.3
City4523,537648,768.6,66.6,413.7,60.9,62.0,71.2,68.8,72.3,72.5,57.4,346.7,70.7,68.6
City4524,4901692,3314.8,27.3,507.2,38.7,29.6,20.2,36.6,51.5,15.6,21.9,154.2,49.7,51.6
City4525,1400275,80.9,40.2,637.2,34.5,62.3,34.7,49.5,66.3,37.1,67.8,192.4,31.0,66.4
City4526,1331757,91.5,49.6,720.5,38.7,44.7,40.6,28.9,65.5,29.8,41.9,172.1,46.5,60.5
City4527,38445,58.7,35.2,597.4,37.4,32.9,13.7,31.0,63.4,19.5,38.6,164.9,40.8,73.2
City4528,781839,415.8,66.1,440.6,71.8,58.3,66.0,72.2,71.8,70.1,58.0,268.0,58.5,61.2
City4529,249110,302.1,36.3,549.9,44.3,30.8,32.8,39.7,54.6,26.6,25.7,178.0,26.4,61.7
City4530,124073,203.9,54.2,357.8,61.0,63.0,50.0,50.4,81.3,59.8,56.3,243.7,53.5,94.1
City4531,339497,646.2,47.6,570.2,44.7,38.9,48.1,49.8,71.9,58.8,48.7,197.1,31.7,68.0
City4532,1007815,1073.6,79.3,317.3,77.9,69.8,81.6,67.0,72.0,66.7,66.0,338.3,65.7,88.4
City4533,540994,50.0,50.6,521.1,59.6,50.0,63.4,54.1,74.7,54.1,37.8,345.5,55.1,87.5
City4534,78443,119.5,31.4,662.8,32.8,33.2,27.2,17.7,56.5,26.8,39.1,116.1,19.8,63.6
City4535,758761,654.7,28.3,428.5,47.1,58.8,35.3,41.2,57.9,25.1,52.8,213.5,46.5,53.4
City4536,109905,139.6,33.0,876.0,28.7,22.0,26.4,19.0,58.7,37.2,29.9,118.1,45.3,54.7
City4537,363435,93.9,79.3,230.1,67.1,53.0,72.7,76.2,78.1,87.1,79.6,392.2,81.4,103.2
City4538,175485,830.7,57.3,602.3,60.4,80.8,54.1,51.1,70.7,68.5,52.6,262.2,44.3,59.0
City4539,197518,52.1,62.1,640.1,54.2,46.8,47.8,43.9,66.4,44.1,40.0,290.1,65.5,77.2
City4540,784451,170.4,12.5,615.9,26.6,21.2,23.8,13.1,67.4,19.6,18.8,63.7,19.4,43.5
City4541,62550,363.0,31.2,547.3,54.0,43.9,36.6,31.4,55.6,25.5,49.1,190.4,43.8,75.0
City4542,4086801,122.9,15.4,585.3,15.7,19.8,15.8,24.4,50.9,31.8,32.8,84.1,37.5,66.3
City4543,20962,626.3,69.7,631.9,53.1,47.9,54.4,59.7,65.4,55.8,68.2,249.6,59.6,89.2
City4544,116222,123.6,31.7,485.4,45.7,30.7,32.7,41.7,57.6,21.9,27.3,234.8,54.0,44.9
City4545,450582,1326.6,43.7,395.8,32.0,31.5,40.1,50.5,64.7,32.8,47.0,183.2,48.9,47.6
City4546,608066,210.4,67.4,586.1,60.0,55.7,67.4,51.6,62.0,50.1,50.6,256.8,36.8,84.5
City4547,233125,547.6,55.0,517.4,49.1,36.7,41.5,51.1,67.2,47.5,57.1,202.8,58.6,57.5
City4548,247620,599.0,52.0,607.2,59.2,53.8,45.1,54.1,69.9,45.7,51.5,325.1,33.0,52.3
City4549,476760,115.2,16.7,566.5,31.2,32.5,21.9,19.7,57.6,25.7,25.4,172.2,18.7,53.9
City4550,194172,50.0,57.2,641.5,44.2,62.3,52.2,61.5,58.6,48.5,37.9,295.2,68.3,69.6
City4551,1886914,377.2,25.8,566.3,43.6,20.4,15.1,20.9,50.7,18.1,32.6,30.8,36.8,47.3
City4552,868991,266.9,38.0,481.7,32.0,47.2,42.2,42.9,62.7,28.7,27.1,169.9,33.9,73.3
City4553,910686,476.7,15.6,520.8,23.2,15.2,22.3,9.0,47.9,7.2,23.3,105.2,22.1,60.1
City4554,69381,186.5,65.4,535.9,69.9,67.3,47.3,56.8,63.2,42.1,58.2,289.8,49.3,81.2
City4555,240110,146.0,56.0,440.9,35.2,35.0,45.4,39.6,73.3,38.8,34.1,276.9,44.5,69.9
City4556,176195,2724.8,58.2,411.8,60.8,53.8,47.3,54.2,66.4,52.4,47.0,333.2,46.3,54.1
City4557,65654,50.0,52.0,645.1,41.1,50.3,55.1,55.7,58.8,55.4,42.3,196.3,49.7,82.0
City4558,444288,590.4,22.8,819.4,41.0,33.8,22.7,33.9,57.8,32.6,26.4,161.5,45.7,41.3
City4559,126411,122.8,29.9,593.1,40.3,37.4,23.7,13.5,49.3,28.3,40.6,192.6,18.1,73.3
City4560,671698,163.5,69.0,242.0,69.9,55.8,72.3,64.8,67.5,64.1,55.4,358.0,55.6,87.6
City4561,59977,167.2,77.3,476.4,81.5,57.9,65.8,80.7,69.2,60.8,68.8,379.3,57.4,70.7
City4562,2977685,93.3,77.4,414.4,67.4,65.1,82.0,86.1,92.0,69.7,74.5,404.5,76.0,87.2
City4563,76506,485.6,23.8,632.4,17.4,31.6,15.7,18.9,58.2,12.7,14.1,145.7,27.9,51.9
City4564,364770,1298.2,53.8,602.8,48.0,51.6,49.4,42.7,63.6,45.4,50.6,202.6,52.4,83.8
City4565,813094,430.1,49.0,349.4,51.5,75.2,51.0,60.5,68.2,45.7,54.8,339.9,61.1,82.1
City4566,120704,277.0,19.5,560.9,31.5,43.2,23.3,18.4,52.6,21.4,17.5,132.9,23.8,39.7
City4567,885100,74.9,36.8,638.1,46.4,52.1,38.3,39.7,68.3,45.3,34.9,199.6,47.2,96.7
City4568,48008,455.0,52.0,397.4,29.9,40.4,46.4,41.7,62.3,44.9,39.0,219.3,33.0,63.3
City4569,2049209,3253.9,31.5,662.5,38.9,40.3,32.1,30.2,56.1,16.1,28.9,139.7,41.7,67.6
City4570,273705,155.0,8.2,782.3,12.4,24.3,13.9,17.3,54.5,22.2,14.3,27.2,27.3,74.9
City4571,116427,155.8,63.1,427.3,43.3,64.7,55.1,66.8,72.5,56.9,53.9,294.4,54.6,78.6
City4572,176512,124.8,41.6,529.5,49.9,38.4,37.2,50.1,60.1,37.0,31.4,172.4,34.4,57.1
City4573,832748,136.0,88.7,452.6,68.4,66.5,69.0,71.5,83.5,74.5,58.3,332.1,66.5,99.8
City4574,118392,50.0,61.9,405.9,47.0,59.3,59.7,58.6,77.7,54.7,54.5,336.1,75.6,73.4
City4575,93985,397.8,58.5,499.4,41.7,78.6,63.7,61.0,75.5,49.8,61.1,297.5,47.1,95.5
City4576,196781,88.7,25.9,543.2,38.3,24.6,33.0,34.9,60.3,40.7,43.5,130.9,51.1,80.5
City4577,51650,50.0,60.5,674.4,57.7,68.7,57.9,59.6,73.1,41.8,62.2,345.0,67.5,59.0
City4578,3432369,604.2,54.0,420.2,58.0,48.3,57.8,65.3,84.0,44.1,76.2,327.4,64.5,68.3
City4579,121424,66.8,20.9,591.0,30.4,34.7,11.7,18.2,50.8,30.1,10.1,116.9,9.7,48.3
City4580,859635,163.0,26.3,591.2,29.2,56.8,30.8,26.4,51.4,30.9,21.3,116.2,40.3,55.7
City4581,359783,1421.9,63.7,444.5,49.6,48.4,61.9,65.4,85.0,40.0,56.6,292.0,45.4,74.7
City4582,67619,50.0,62.7,368.9,42.8,56.5,65.3,72.1,77.8,58.8,49.1,339.8,54.7,84.9
City4583,266109,50.0,74.7,319.6,65.2,71.7,60.7,71.6,81.5,64.1,87.6,402.2,52.1,78.3
City4584,804200,338.0,35.9,579.5,46.3,45.9,21.1,31.9,55.0,36.1,23.0,214.9,11.6,57.0
City4585,206165,972.0,31.9,822.1,24.4,43.3,29.0,22.9,59.3,15.5,17.6,197.0,19.0,43.2
City4586,1425963,50.0,39.0,424.3,48.0,41.0,50.0,56.0,66.3,44.3,59.5,228.7,41.5,49.6
City4587,1121437,399.1,67.7,406.7,54.8,62.7,72.5,64.3,71.1,59.1,72.2,371.2,50.1,88.9
City4588,971387,491.4,45.4,563.0,29.1,36.9,29.7,16.6,53.3,17.8,28.5,125.3,23.8,60.3
City4589,140995,50.0,58.3,516.5,43.9,54.7,48.1,58.4,67.6,50.7,41.2,291.1,35.9,61.4
City4590,59172,637.9,5.7,909.6,29.1,32.2,10.6,14.8,51.4,17.8,9.5,76.5,17.4,62.7
City4591,113661,700.6,66.4,541.8,63.6,73.2,55.2,60.4,78.4,44.8,68.6,310.5,43.0,64.9
City4592,353181,168.3,65.8,348.4,69.9,67.8,73.3,73.4,88.3,63.1,86.0,290.2,66.5,91.9
City4593,576137,1099.7,27.8,705.4,27.3,42.9,9.6,27.3,46.5,19.9,22.4,95.3,47.2,50.7
City4594,12833,956.9,53.0,653.7,43.1,53.6,61.6,48.5,67.8,65.9,53.1,318.0,60.5,86.1
City4595,265306,276.9,50.3,576.6,52.2,79.2,51.7,47.1,60.7,44.6,58.6,310.9,47.7,59.9
City4596,334812,142.3,46.5,548.3,54.8,53.0,49.9,51.0,66.6,36.7,29.7,224.2,57.4,58.4
City4597,181941,76.1,48.7,495.4,29.6,28.1,41.9,36.6,66.8,54.6,38.5,205.4,35.3,90.2
City4598,1636030,233.9,32.1,780.1,23.0,38.1,24.8,22.6,61.8,32.7,35.6,139.5,21.0,56.8
City4599,484315,484.8,27.6,643.7,37.3,20.0,21.6,22.2,51.3,22.3,13.9,87.0,37.6,59.9
City4600,1679940,165.8,46.8,335.7,59.9,60.5,50.8,50.7,71.4,42.8,49.5,289.3,39.3,90.3
City4601,198323,50.0,60.9,494.4,45.4,34.4,46.0,37.9,67.3,48.6,33.1,216.4,64.3,50.7
City4602,996962,1121.5,34.9,463.0,56.0,58.8,41.3,56.5,55.7,33.0,48.6,280.5,53.2,69.6
City4603,2647411,307.4,52.1,412.8,68.7,73.8,58.0,69.2,84.4,45.7,75.1,300.3,53.6,59.1
City4604,1683475,155.2,6.7,645.0,13.8,44.2,17.0,8.6,46.3,35.8,26.2,158.3,15.1,49.7
City4605,58162,684.4,89.2,398.1,76.0,55.2,73.5,81.7,80.0,80.7,71.0,405.7,76.3,94.8
City4606,188123,1524.7,71.0,491.6,82.5,67.2,75.6,74.5,73.1,64.0,62.7,404.0,65.3,66.9
City4607,165507,50.0,33.3,526.6,27.5,34.0,22.0,23.3,64.6,14.8,28.4,142.5,32.9,41.2
City4608,532296,412.0,49.5,811.2,25.0,36.1,46.1,38.5,53.4,37.4,47.3,153.1,33.2,74.6
City4609,701443,50.0,87.5,250.7,85.6,71.1,78.5,77.5,89.9,74.0,83.3,382.7,82.0,79.6
City4610,82913,445.4,48.9,488.6,64.3,62.7,50.0,64.4,77.7,61.6,40.9,334.7,62.2,66.9
City4611,295071,285.3,54.4,389.2,45.7,65.3,54.8,64.0,67.7,50.5,56.9,269.9,60.2,82.1
City4612,15868,524.7,38.3,544.1,59.7,34.4,40.4,56.6,64.8,33.9,42.1,194.7,43.2,51.8
City4613,2020232,134.4,36.8,481.2,38.7,49.9,36.3,36.8,62.4,32.3,27.5,264.3,51.7,75.4
City4614,130963,50.0,51.6,749.8,38.7,56.9,43.6,39.3,56.5,45.3,44.7,195.6,28.4,57.6
City4615,290166,142.5,47.4,735.0,28.1,60.2,32.9,32.5,60.5,25.9,43.5,167.1,28.3,71.5
City4616,173944,398.7,30.9,737.2,29.7,59.6,36.4,38.2,63.7,34.5,31.5,217.9,44.8,67.8
City4617,1334995,827.6,51.1,362.8,52.9,73.2,66.3,55.8,68.7,64.2,52.0,345.3,55.2,79.2
City4618,10000,60.0,40.0,674.2,31.3,37.1,16.3,20.3,55.5,34.4,35.0,112.3,48.0,48.0
City4619,262169,839.2,50.2,565.9,48.3,50.5,43.3,41.1,72.8,55.8,38.5,255.4,40.4,99.4
City4620,231388,112.5,51.7,543.4,46.8,37.5,43.6,42.5,66.3,43.9,35.1,148.9,38.4,66.9
City4621,142188,378.0,64.7,344.2,57.8,56.8,56.3,70.3,73.7,60.7,48.5,317.7,78.7,83.7
City4622,3007793,132.7,12.0,669.0,47.1,46.0,19.8,16.9,51.6,25.1,31.7,59.8,29.5,49.5
City4623,77477,304.5,66.5,369.3,68.0,56.4,67.9,61.0,72.6,55.1,75.3,345.7,57.2,89.6
City4624,790574,713.6,44.4,524.1,43.7,62.7,66.0,47.7,78.0,47.7,47.1,295.5,64.7,78.4
City4625,441862,56.1,40.4,380.1,39.7,62.3,47.3,43.4,64.2,31.5,40.9,242.0,32.0,64.9
City4626,1569279,108.2,82.0,355.3,57.6,50.0,66.8,79.5,84.0,60.1,51.2,329.6,73.5,76.9
City4627,105443,305.5,22.9,738.7,36.1,30.5,23.2,26.7,51.9,24.3,10.1,125.1,38.1,56.9
City4628,96167,4367.3,39.4,413.5,36.1,43.4,26.4,32.7,57.2,41.5,35.5,166.4,25.5,83.9
City4629,1244815,86.8,82.1,190.8,83.5,86.0,77.6,84.6,76.0,65.4,65.0,440.7,66.4,94.8
City4630,486722,2830.4,31.9,380.8,53.2,52.2,37.9,42.4,56.2,48.0,36.3,269.2,59.8,61.8
City4631,30856,2711.6,57.6,593.1,39.6,58.9,36.8,45.0,75.5,36.4,44.8,234.7,49.0,64.6
City4632,126117,217.7,61.1,519.6,50.9,42.8,47.9,47.3,67.2,49.8,50.6,259.5,65.8,48.2
City4633,460899,171.1,45.4,405.1,42.2,50.8,40.1,42.9,65.0,45.3,37.7,196.2,41.4,54.6
City4634,867065,106.6,40.4,682.3,42.0,70.9,46.3,48.0,63.1,41.5,46.2,204.1,33.3,77.7
City4635,103681,225.5,38.9,670.8,50.4,54.6,44.3,45.1,59.4,32.6,51.0,253.5,42.9,84.9
City4636,10000,50.0,46.3,506.8,40.2,40.7,38.7,37.2,60.6,36.0,36.6,187.7,39.3,76.2
City4637,558222,223.3,44.0,480.1,32.9,38.2,18.9,18.0,52.4,30.3,23.3,136.2,44.0,56.5
City4638,48608,1474.8,54.9,543.3,65.2,61.9,49.7,57.3,62.6,52.0,35.6,277.5,73.5,89.4
City4639,15926,117.5,20.9,721.5,36.8,36.8,39.7,23.7,48.2,23.9,26.6,160.0,25.8,57.9
City4640,10000,183.3,58.3,576.6,28.5,43.9,38.8,38.3,58.1,60.3,41.4,192.7,39.6,87.1
City4641,838670,50.0,24.2,584.0,37.2,39.7,31.6,27.9,63.2,36.0,20.2,166.2,25.8,88.3
City4642,321278,383.3,44.8,449.9,35.2,52.2,46.5,35.7,57.0,42.2,51.6,242.6,46.0,68.6
City4643,195649,336.1,47.8,398.4,53.4,53.2,48.7,50.8,59.6,51.4,67.1,266.6,41.0,68.9
City4644,1875965,264.1,41.5,496.8,57.9,39.8,42.7,41.7,65.5,61.7,36.4,259.4,33.2,63.4
City4645,654910,188.6,33.3,698.2,41.1,57.3,27.8,42.6,74.0,42.8,23.2,168.7,29.8,71.8
City4646,2578762,172.2,23.7,631.0,24.6,52.2,38.4,26.5,56.6,19.4,34.6,133.2,27.5,53.9
City4647,38183,446.9,13.8,882.4,12.6,23.7,17.1,18.1,50.2,9.5,15.3,63.4,23.4,41.0
City4648,255666,236.4,43.1,410.0,60.9,51.8,47.2,44.6,64.1,45.0,45.8,279.1,40.6,83.9
City4649,27906,357.1,29.4,753.8,37.0,36.2,30.9,28.9,60.7,41.4,29.3,106.8,24.8,40.7
City4650,194631,316.7,72.4,453.7,66.4,71.8,59.9,60.9,70.1,45.3,64.4,334.1,62.5,86.5
City4651,189460,942.1,48.9,470.8,56.1,66.7,55.0,44.4,61.0,43.5,63.7,255.0,47.4,72.7
City4652,645163,551.4,35.8,667.2,33.9,32.7,35.1,32.0,58.1,36.8,37.2,241.8,38.2,76.9
City4653,286012,308.4,28.4,620.8,42.9,48.5,27.9,19.0,54.4,42.6,23.1,91.6,34.0,64.6
